121,Eur HI,BEL,Belgium,BOOM,25.01139562,2013,"1 station, background, urban",measured data,16.7671132338674,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
122,Eur HI,BEL,Belgium,BRUGGE,24.8629374781189,2013,-,converted from PM2.5,16.66759002,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
123,Eur HI,BEL,Belgium,BRUSSELS,25.5885562616667,2013,"6 stations, background, suburban",measured data,18.247265666,2013,"5 stations, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
124,Eur HI,BEL,Belgium,CHARLEROI,22.9915430575,2013,"4 stations, background suburban, traffic, urban",measured data,14.5675203625,2013,"4 stations, background suburban, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
125,Eur HI,BEL,Belgium,CHATELET,21.39687995,2013,"1 station, background, suburban",measured data,13.95344166,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
126,Eur HI,BEL,Belgium,CORROY LE GRAND,20.40099501,2013,"1 station, background, rural",measured data,14.73217377,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
127,Eur HI,BEL,Belgium,DESSEL,22.30752961,2013,"1 station, background, rural",measured data,14.9544983663218,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
128,Eur HI,BEL,Belgium,DESTELBERGEN,25.12444726,2013,"1 station, background, suburban",measured data,16.8429006740388,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
129,Eur HI,BEL,Belgium,ENGIS,30.94110187,2013,"1 station, industrial, suburban",measured data,17.27485205,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
130,Eur HI,BEL,Belgium,EVERGEM,30.218492,2013,"1 station, industrial, suburban",measured data,19.09792921,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
131,Eur HI,BEL,Belgium,GENK,26.26167678,2013,"1 station, industrial, urban",measured data,17.6052754101166,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
132,Eur HI,BEL,Belgium,GENT,29.857452565,2013,"2 stations, background, urban",measured data,18.913152645,2013,"2 stations, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
133,Eur HI,BEL,Belgium,HABAY LA NEUVE,15.23002124,2013,"1 station, background, rural",measured data,10.70307754,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
134,Eur HI,BEL,Belgium,HASSELT,23.62420153,2013,"1 station, background, suburban",measured data,17.66546068,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
135,Eur HI,BEL,Belgium,HERSTAL,20.40998118,2013,"1 station, background, urban",measured data,13.38307951,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
136,Eur HI,BEL,Belgium,HOBOKEN,27.64422191,2013,"1 station, background, suburban",measured data,18.5321045682267,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
137,Eur HI,BEL,Belgium,HOEVENEN,26.32495647,2013,"1 station, industrial, suburban",measured data,17.71023713,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
138,Eur HI,BEL,Belgium,LANDEN,22.89154924,2013,"1 station, background, rural",measured data,15.3460128349979,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
139,Eur HI,BEL,Belgium,LIEGE,22.0571495133333,2013,"3 stations, background, suburban",measured data,14.5122659466667,2013,"3 stations, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
140,Eur HI,BEL,Belgium,MECHELEN,24.91251473,2013,"1 station, background, suburban",measured data,16.7008255662584,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
141,Eur HI,BEL,Belgium,MENEN,26.98143549,2013,"1 station, background, suburban",measured data,18.0877865012603,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
142,Eur HI,BEL,Belgium,MOERKERKE,23.73991001,2013,"1 station, background, rural",measured data,15.9147360406069,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
143,Eur HI,BEL,Belgium,MONS,27.9448247,2013,"1 station, background, suburban",measured data,15.58671127,2013,"1 station, background, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
144,Eur HI,BEL,Belgium,OOSTROZEBEKE,30.79201753,2013,"1 station, industrial, rural",measured data,20.6423205033746,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
145,Eur HI,BEL,Belgium,RETIE,22.4779847428707,2013,-,converted from PM2.5,15.0687679,2013,"1 station, background, rural",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
146,Eur HI,BEL,Belgium,ROESELAERE,28.074151895,2013,"2 stations, background, suburban",measured data,18.8203205818651,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
147,Eur HI,BEL,Belgium,SAINTE-ODE,12.86934758,2013,"1 station, background, rural",measured data,9.47061053,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
148,Eur HI,BEL,Belgium,SERAING,24.57502088,2013,"1 station, industrial, suburban",measured data,15.55829439,2013,"1 station, industrial, suburban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
149,Eur HI,BEL,Belgium,SOMME-LEUZE,16.29216234,2013,"1 station, background, rural",measured data,11.15042602,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
150,Eur HI,BEL,Belgium,STEENOKKERZEEL,25.38924847,2013,"1 station, background, suburban",measured data,17.0204178322171,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
151,Eur HI,BEL,Belgium,TOURNAI,21.10159385,2013,"1 station, background, rural",measured data,14.35746129,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
152,Eur HI,BEL,Belgium,VEURNE,23.50396669,2013,"1 station, background, rural",measured data,15.63345225,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
153,Eur HI,BEL,Belgium,VIELSALM,13.49721628,2013,"1 station, background, rural",measured data,9.10207901,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
154,Eur HI,BEL,Belgium,VILVOORDE,27.16273242,2013,"1 station, traffic, suburban",measured data,18.2093241475575,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
155,Eur HI,BEL,Belgium,VIROINVAL,14.79679771,2013,"1 station, background, rural",measured data,10.14323011,2013,"1 station, background, rural",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
156,Eur HI,BEL,Belgium,ZELZATE,30.19874732,2013,"1 station, industrial, suburban",measured data,20.2446046405542,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
157,Eur HI,BEL,Belgium,ZWEVEGEM,26.74539807,2013,"1 station, background, suburban",measured data,17.9295519825354,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
158,Eur HI,BEL,Belgium,ZWIJNDRECHT,29.24452835,2013,"1 station, industrial, suburban",measured data,19.6049163255567,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
159,Sear,BTN,Bhutan,Thimphu,77.75,2012,"4 stations, Mixed (residential, commercial or both), and Sensitive area (hospitals, schools, or sensitive ecosystem)",measured data,43.2438339037707,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Brief report on air quality status over 2011-2012, Climate Change Division, National environment commission, 2017"
160,Amr LMI,BOL,"Bolivia, Plurinational States of",Cochabamba,59.52,2014,"3 stations, Urban",measured data,32.2265876603858,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Contaminacion Atmosferica, Gestion 2014, RED MoniCA"
161,Amr LMI,BOL,"Bolivia, Plurinational States of",La Paz,82,2013,"1 station, Urban",measured data,44.3981886450208,2013,-,converted from PM10,PM10: NA; PM2.5:NA,Air Quality Standards for Particulate Matter (PM) at high altitude cities.
162,Eur LMI,BIH,Bosnia and Herzegovina,SARAJEVO,49.609,2010,"1 station, background urban",measured data,30.250044308739,2010,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
163,Eur LMI,BIH,Bosnia and Herzegovina,TUZLA,106.214763380422,2010,-,converted from PM2.5,64.7665,2010,"2 stations, traffic urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
164,Amr LMI,BRA,Brazil,"Americana, REGIÃO METROPOLITANA DE CAMPINAS",36,2014,"1 station, NA",measured data,16.4875463211885,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
165,Amr LMI,BRA,Brazil,"Araçatuba, INTERIOR DO ESTADO",34,2014,"1 station, NA",measured data,15.5715715255669,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
166,Amr LMI,BRA,Brazil,"Araraquara, INTERIOR DO ESTADO",34,2014,"1 station, NA",measured data,15.5715715255669,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
167,Amr LMI,BRA,Brazil,Araucária,31.2566666666667,2012,"3 stations, commercial and industrial",measured data,14.3151594309059,2012,-,converted from PM10,PM10: >75%; PM2.5:NA,"Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012"
168,Amr LMI,BRA,Brazil,"Barra Mansa, REGIÃO DO MÉDIO PARAÍBA",27.5,2014,"2 stations, NA",measured data,12.5946534397967,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
169,Amr LMI,BRA,Brazil,"Bauru, INTERIOR DO ESTADO",29,2014,"1 station, NA",measured data,13.2816345365129,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
170,Amr LMI,BRA,Brazil,"Campinas, REGIÃO METROPOLITANA DE CAMPINAS",35,2014,"1 station, NA",measured data,16.0295589233777,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
171,Amr LMI,BRA,Brazil,"Campos, REGIÃO DO NORTE FLUMINENSE",26.2015943175746,2014,-,converted from PM2.5,12,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
172,Amr LMI,BRA,Brazil,"Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE",29,2014,"1 station, NA",measured data,13.2816345365129,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
173,Amr LMI,BRA,Brazil,"Cantagalo - Euclidelândia, REGIÃO SUL",20,2014,"1 station, NA",measured data,9.15974795621581,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
174,Amr LMI,BRA,Brazil,"Catanduva, INTERIOR DO ESTADO",41,2014,"1 station, NA",measured data,18.7774833102424,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
175,Amr LMI,BRA,Brazil,"Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE",29,2014,"1 station, NA",measured data,13.2816345365129,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
176,Amr LMI,BRA,Brazil,Colombo,39.29,2012,"1 station, commercial and industrial",measured data,17.994324859986,2012,-,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012"
177,Amr LMI,BRA,Brazil,"Cordeirópolis – Módolo, INTERIOR DO ESTADO",38,2014,"1 station, NA",measured data,17.40352111681,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
178,Amr LMI,BRA,Brazil,"Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA",68.6666666666667,2014,"3 stations, NA",measured data,31.4484679830076,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
179,Amr LMI,BRA,Brazil,Curitiba,24.28,2012,"3 stations, residential (Bairro), commercial, industrial",measured data,11.119934018846,2012,-,converted from PM10,PM10: >75%; PM2.5:NA,"Relatório annual da qualidade do ar na região metropolitana de curitiba, Ano de 2012"
180,Amr LMI,BRA,Brazil,"Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE",16,2014,"1 station, NA",measured data,7.32779836497265,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
181,Amr LMI,BRA,Brazil,"Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO",46,2014,"2 stations, NA",measured data,18,2014,"1 station, NA",measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
182,Amr LMI,BRA,Brazil,"Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO",30.5,2014,"2 stations, NA",measured data,13.9686156332291,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
183,Amr LMI,BRA,Brazil,"Jaboticabal, INTERIOR DO ESTADO",38,2014,"1 station, NA",measured data,17.40352111681,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
184,Amr LMI,BRA,Brazil,"Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE",25,2014,"1 station, NA",measured data,11.4496849452698,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
185,Amr LMI,BRA,Brazil,"Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO",33,2014,"1 station, NA",measured data,15.1135841277561,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
186,Amr LMI,BRA,Brazil,"Jaú, INTERIOR DO ESTADO",25,2014,"1 station, NA",measured data,11.4496849452698,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
187,Amr LMI,BRA,Brazil,"Jundiaí, INTERIOR DO ESTADO",30,2014,"1 station, NA",measured data,13.7396219343237,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
188,Amr LMI,BRA,Brazil,"Limeira – Boa Vista, INTERIOR DO ESTADO",41,2014,"1 station, NA",measured data,18.7774833102424,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
189,Amr LMI,BRA,Brazil,"Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR",12,2014,"1 station, NA",measured data,5.49584877372949,2014,-,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
